OTU_ID,genus,taxa_consensus,abundance,phylum,class,order,family,species,evalue,similarity,coverage,primary_lifestyle,ectomycorrhiza_exploration_type,ectomycorrhiza_lineage
2845aaaf2cc847fe3c3c3d476d244ed9142f28ae,Fusarium,100,4910,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_verticillioides|SH1087403.09FU,7.63e-72,100,100,plant_pathogen,,
28c1ca4faaffc3c4e0a0aba4709773535777fb31,Talaromyces,100,294,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces_sp|SH1288223.09FU,7.3e-79,100,100,unspecified_saprotroph,,
291ce85657ca257e483671e0ded2c6f83749c631,Tomentella,100,7500,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella_sp|SH1177650.09FU,1.09e-103,98.624,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
294d0a83c02d04c1810355ff058b526ad4f7f991,Diaporthe,100,679,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe_sp|SH1273750.09FU,1.51e-74,100,100,plant_pathogen,,
2a12858bf79dda16d385e5003d95a1b8c52603e2,Rhizophagus,100,2099,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_sp|SH0907811.09FU,1.45e-95,97.619,100,arbuscular_mycorrhizal,,
2a4528f09328391c3cc3ed16743ee531d7abf52b,Auricularia,100,40650,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia_sp|SH0889594.09FU,1.93e-93,100,100,wood_saprotroph,,
2aae316576ebc8ad9148d02a369827c91db2e603,Poaceascoma,100,3119,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Poaceascoma_sp|SH0992316.09FU,6.37e-73,100,100,wood_saprotroph,,
2beaf73b4f399a4fa434b9c83f2d55f638986b20,Marasmiellus,100,105365,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Marasmiellus_sp|SH1095134.09FU,3.89e-136,98.571,100,litter_saprotroph,,
2bed03913bb9897966e183a7c2e173d647a14db7,Leptosphaeria,100,206,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_sp|SH0994481.09FU,3.16e-70,100,100,plant_pathogen,,
2c06ce76779c03abdefd17250b6fdb75cb32ebc6,Athelia,100,165,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia_sp|SH1249806.09FU,6.63e-87,96.907,97,lichen_parasite,,
2c471988689c95f076b5487d3cc5a86907764bba,Entrophospora,100,56581,Glomeromycota,Glomeromycetes,Entrophosporales,Entrophosporaceae,Entrophospora_sp|SH1169459.09FU,1.81e-73,100,100,arbuscular_mycorrhizal,,
2d1583b4bb343f61b6a22f047368c733909754c7,Ruhlandiella,100,36875,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella_sp|SH0957888.09FU,5.43e-81,97.753,100,ectomycorrhizal,short-distance_coarse,/terfezia-peziza_depressa
2da9750c66c42ade9b7587a3f03f0be614400331,Ramichloridium,100,214,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Ramichloridium_sp|SH1077953.09FU,2.23e-72,99.355,100,plant_pathogen,,
2e0e61b6f0f6b981d14442cf3716a22eba6b017d,Ceratobasidium,100,183,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium_sp|SH1147185.09FU,9.02e-105,98.63,95.63318777292577,plant_pathogen,,
2e2260e1257e7969d378ce83ede8a1a40c0ff974,Mycena,100,137,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena_sp|SH1145662.09FU,2.77e-85,96.465,100,litter_saprotroph,,
2e9400c1b6e624f89e05cd21871bd327b27046d4,Knufia,100,1057,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia_sp|SH1070744.09FU,3.04e-77,100,100,soil_saprotroph,,
2e9829d46eff36feafc8daceac753e209588245f,Mycena,100,2496,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena_sp|SH1252955.09FU,3.01e-104,100,100,litter_saprotroph,,
2ec59364662c2b0a4f055d7e94a37956a305a275,Oidiodendron,100,175,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron_sp|SH0974148.09FU,1.74e-60,97.826,98.57142857142858,soil_saprotroph,,
2f8dc08e23f552035c6d14b960438fec27f18ee6,Cladosporium,100,13275,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium_halotolerans|SH1309305.09FU,9.14e-71,100,100,litter_saprotroph,,
300d2b522453ed591b4f0ce6214417c2bb1ec0aa,Rhizophagus,100,225,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_intraradices|SH0988907.09FU,5.31e-88,97.949,100,arbuscular_mycorrhizal,,
304cfa92e36e225b76c4a209bea515f34364c8d0,Pezicula,100,310,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula_sp|SH0975918.09FU,1.23e-62,97.26,100,root_endophyte,,
32007cb5b391ff633a5e87679eb099887c8fd2d0,Poaceascoma,100,3329,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Poaceascoma_sp|SH0919646.09FU,1.81e-73,100,100,wood_saprotroph,,
325f856a8782d38fe6306e341fe8fa8e22c8aaa1,Trichoderma,100,235,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma_sp|SH0961555.09FU,1.46e-81,100,100,mycoparasite,,
326ba8ab67ee44cc8ff9befcff2c8ac9b6e431e5,Tomentella,100,56464,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella_sp|SH1132062.09FU,2.6e-105,99.091,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
328dbc9b565a8a6bbe004b4f459b76cb91f7bdf2,Tomentella,100,371180,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella_sp|SH1154998.09FU,1.72e-107,100,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
33623fbde859e60bc7c171a28127f8d897ba909a,Glomus,100,201,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_sp|SH1037061.09FU,4.4e-76,94.624,98.93617021276596,arbuscular_mycorrhizal,,
3366c3f7d10127fc9ce08ef2ce525382af43670b,Oliveonia,100,706,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia_sp|SH1090522.09FU,5.28e-88,97.423,100,wood_saprotroph,,
339aced1d2a8532b6784672c412f2f0df364e69d,Lecythophora,100,10461,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora_sp|SH0905896.09FU,5.98e-67,96.774,100,unspecified_saprotroph,,
3478a4966bb3fef2a83113e17f45cdc0ca596260,Hydnangium,100,4530,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Hydnangium_sp|SH1173777.09FU,3.01e-104,100,100,ectomycorrhizal,short-distance_delicate,/laccaria
34f0d57f13d82ec306dfcc2fbc2a3d21e34a22c1,Cylindroaseptospora,100,96,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Cylindroaseptospora_sp|SH0918227.09FU,1.81e-73,100,100,litter_saprotroph,,
3506bc2feef6c803f50af9a8d0bbd8ece9ce5f5f,Castanediella,100,56,Ascomycota,Sordariomycetes,Xylariales,Castanediellaceae,Castanediella_sp|SH1094920.09FU,1.76e-80,100,100,plant_pathogen,,
350d3b9fa2d186a1609e3903b0cfb3f4c6fea459,Phaeosphaeria,100,1137,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_oryzae|SH0993029.09FU,5.77e-67,98.013,100,litter_saprotroph,,
35184e13d421b5d1b8cce24ca0fc3cd96768d63b,Acidomelania,100,3023,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Acidomelania_sp|SH0934522.09FU,8.44e-85,100,100,root_endophyte,,
358bc9d2b8aebfd050f5034226a105458314e1e5,Phlebiporia,100,239,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebiporia_sp|SH1125496.09FU,1.69e-81,95.812,100,wood_saprotroph,,
361d5fd512b013e663170f3994a7287fa2b9d8b3,Phoma,100,715,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_sp|SH0994498.09FU,8.35e-65,97.945,93.58974358974359,plant_pathogen,,
361f4b6f7f1afd67d67124083ea95e5ea76d6958,Mariannaea,100,331,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea_sp|SH0912478.09FU,1.05e-76,100,100,wood_saprotroph,,
36a51c0774f89db44aaba1360e691f52454a40b9,Glomus,100,385,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_sp|SH1037038.09FU,7.59e-86,97.884,100,arbuscular_mycorrhizal,,
36cd12b56e4e7d21379b01ccdbd70e3f1f2d50a0,Leptodontidium,100,685,Ascomycota,Leotiomycetes,Helotiales,Leptodontidiaceae,Leptodontidium_sp|SH1069201.09FU,1.61e-67,99.315,100,litter_saprotroph,,
36e4d25f816c74e1b643520746151e678f9eb383,Fusarium,100,90864,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_sp|SH1060460.09FU,2.64e-71,100,100,plant_pathogen,,
3792a775e81e69b81ac02eabf1c84d0d5e74fd2a,Inocybe,100,15353,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe_sp|SH0949005.09FU,2.12e-54,89.222,91.2568306010929,ectomycorrhizal,short-distance_delicate,/inocybe
37a6628633a6d1eb731a0819c62b2a0f90123516,Glomus,100,183,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_sp|SH1037068.09FU,7.35e-86,98.913,100,arbuscular_mycorrhizal,,
37d0de618fc93c5e92dea2134a5d426c4ab43468,Robillarda,100,93,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Robillarda_aquatica|SH1168658.09FU,1.51e-74,100,100,litter_saprotroph,,
37dfb0393c912190e77eb729eba4929083d7cd5e,Microdiplodia,100,77,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Microdiplodia_sp|SH0949272.09FU,1.81e-73,100,100,plant_pathogen,,
38025dec99b08eca4a2688cb6044d959178298d2,Schizothecium,100,291,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium_sp|SH0965429.09FU,1.37e-68,98.667,100,dung_saprotroph,,
382fc905cae5ee19c18e2f48b2a9db46161e96e1,Phoma,100,271,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_sp|SH0983508.09FU,1.81e-73,100,100,plant_pathogen,,
38655baaa1f7d61f7931bc70186f9abdad122c8d,Neoascochyta,100,767,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta_paspali|SH0985324.09FU,2.2e-72,100,100,plant_pathogen,,
389683af0e0e0fa1df7659784471c8fa57c55e8a,Cladophialophora,100,726,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora_sp|SH1285925.09FU,3.83e-70,94.286,100,soil_saprotroph,,
38a6d30a99513caf58ee4c5e7102d901aff289c9,Papiliotrema,100,1903,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema_sp|SH0960124.09FU,7.02e-86,100,100,mycoparasite,,
395d548dac033d9b9c1c3f4ba1178b10b3907b0e,Venturia,100,5726,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia_sp|SH0969181.09FU,7.83e-72,98.718,100,plant_pathogen,,
39e8e363e4fb62c34e0108b0a3e0e3f1e215d126,Massariosphaeria,100,403,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Massariosphaeria_sp|SH1058925.09FU,3.28e-70,100,97.36842105263158,wood_saprotroph,,
3a0efd0f47976a79f179202b384974cbc7086c0b,Chaetomella,100,338,Ascomycota,Leotiomycetes,Helotiales,Chaetomellaceae,Chaetomella_sp|SH1003398.09FU,4.57e-54,100,100,litter_saprotroph,,
3a29763218e8f7c7ff0d48bf73df4f89b7f17f4f,Lindgomyces,100,33,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,Lindgomyces_apiculatus|SH1070002.09FU,2.71e-71,99.346,100,wood_saprotroph,,
3a7aaff553b45fca9021040a50bec408f697bc9a,Devriesia,100,213,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Devriesia_sp|SH1021022.09FU,2.16e-59,96.454,100,plant_pathogen,,
3a9289c08456e69c3084d492bab131b1344a9c15,Myrmecridium,100,1427,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium_sp|SH0980717.09FU,2.35e-65,98.611,100,soil_saprotroph,,
3ae2bcdde2a9d776ba19444cf1638c8491c26f3d,Fusarium,100,252,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_pseudograminearum|SH1079370.09FU,1.1e-69,100,100,plant_pathogen,,
3ae4e93505b41a8e65104207c14f766fe7909eae,Rhizophagus,100,318,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_intraradices|SH0988907.09FU,4.31e-89,98.446,100,arbuscular_mycorrhizal,,
3c34c2ba24dee0a357597aeedd6ff7bef48c6847,Botryobasidium,100,52509,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium_sp|SH1292495.09FU,7.61e-87,92.857,100,wood_saprotroph,,
3c937bde06d70258ccb20be34f08482b0fc4ee5a,Pyrenochaetopsis,100,302,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis_sp|SH0994475.09FU,2.05e-66,98.013,100,foliar_endophyte,,
3cd62e65689be19ccc83bca330f08158b65057ed,Serendipita,100,221,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita_sp|SH1159439.09FU,4.62e-89,96.585,100,root_endophyte,,
3ceb0571e5b56349bf0841f342bbb6c3e3eef9dd,Venturia,100,256,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia_sp|SH0969174.09FU,1.49e-55,94.326,93.37748344370861,plant_pathogen,,
3d57d022cd5f69dae96ff6a918c59f8dc156173a,Thelephora,100,37768,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora_sp|SH1155618.09FU,2.02e-100,96.847,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
3e2f01c21c9ffacde7d0cc31a4078d744fd8cf3a,Trichoderma,100,458,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma_sp|SH0961559.09FU,1.46e-81,100,100,mycoparasite,,
3f3d6a9dade728fda90acfa01d3d0131ee34b058,Talaromyces,100,159,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces_sp|SH1288427.09FU,3.78e-76,99.39,100,unspecified_saprotroph,,
3f4b0769078bf7c27eba383d115a46d29e905d26,Helicoma,100,8469,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma_sp|SH1306085.09FU,4.54e-75,99.375,98.15950920245399,wood_saprotroph,,
3f6cc10b1b6b7c8e59f9ad43f64765b4ae0ec172,Talaromyces,100,1950,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces_sp|SH1288445.09FU,2.24e-72,99.363,100,unspecified_saprotroph,,
3f6da7a39d61e3874009abc81b84c0462b3d02c9,Ophiosphaerella,100,1727,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella_sp|SH0992256.09FU,1.81e-73,100,100,plant_pathogen,,
3fb40dfd95262d976ecb180e7b7f3cf8c1099dda,Cenococcum,100,25236,Ascomycota,Dothideomycetes,Gloniales,Gloniaceae,Cenococcum_sp|SH0990696.09FU,1.1e-69,100,100,ectomycorrhizal,short-distance_coarse,/cenococcum
3fbb56c7ef9ccfcf0e7486dc736296a46310b78f,Descolea,100,2490,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descolea_sp|SH1194036.09FU,5.98e-107,100,100,ectomycorrhizal,short-distance_delicate,/descolea
40ebfd54487f1cdd29bf81cd9896366a1f659ef5,Phomatodes,100,1084,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phomatodes_sp|SH0968448.09FU,4.37e-75,100,100,wood_saprotroph,,
414fadbfdc94308652e78d300c93ddb95801dd35,Periconia,100,218,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia_submersa|SH0949711.09FU,4.87e-68,98.052,99.35483870967742,plant_pathogen,,
418b4fe2ecab653f5c63e609f4990b9de683722c,Serendipita,100,542,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita_sp|SH0890721.09FU,2.02e-74,91.5,100,root_endophyte,,
41ac150e005b851ffd9adf216866cad035ab7e59,Arnium,100,602,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Arnium_sp|SH1003476.09FU,3.89e-69,99.329,100,dung_saprotroph,,
41d07d7b8008927c459d397449c2ae119bb3cb15,Acephala,100,182,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Acephala_sp|SH1241071.09FU,1.22e-62,97.917,100,soil_saprotroph,,
425c438f899faf27e79ec139e8fc46c02211f410,Preussia,100,172,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_sp|SH0981532.09FU,4.85e-68,98.026,100,dung_saprotroph,,
425c7ba80e82ba44ca5817191ecc5384c182cb62,Rhizophagus,100,710,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_irregularis|SH0907999.09FU,3.33e-84,95.477,99.00497512437812,arbuscular_mycorrhizal,,
429876c3dfb0dad84517d79687dafb9940f0f625,Leohumicola,100,268,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola_sp|SH0982970.09FU,5.72e-67,100,97.26027397260275,soil_saprotroph,,
433c2a4d5d66f8de3ed8577b4396d38c107a46ec,Oidiodendron,100,8358,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron_sp|SH0974148.09FU,6.5e-66,100,100,soil_saprotroph,,
434562f84affbb137591082310aafb0f8b71ffcf,Lophiostoma,100,420,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma_macrostomum|SH1001834.09FU,7.71e-72,99.351,100,wood_saprotroph,,
4438b9df922a57b164e8c5e04d1024704f1de8e3,Cladosporium,100,42530,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium_cladosporioides|SH1081689.09FU,3.16e-70,100,100,litter_saprotroph,,
4498724d6ee71889c12c47cb73215145e2a49379,Alternaria,100,1555,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_tenuissima|SH1301428.09FU,1.26e-75,100,100,plant_pathogen,,
45b4da2d4376ab86056357c2c893b0df4f66b290,Sistotrema,100,79,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema_octosporum|SH0893864.09FU,4.29e-109,98.684,100,litter_saprotroph,medium-distance_fringe,/cantharellus
45b571bf2b1c1d6dbd9188a28143ebf630ed2dee,Cordyceps,100,487,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps_sp|SH1259002.09FU,1.05e-76,100,100,animal_parasite,,
46ed7bf9c7759ae20e35730edc570398d8ab3c5f,Cistella,100,382,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella_sp|SH0967982.09FU,4.4e-62,96.622,100,wood_saprotroph,,
470a977a3c58da5dc036e2a673c98544c41ea5ee,Sclerostagonospora,100,6830,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Sclerostagonospora_sp|SH0906651.09FU,7.71e-72,99.351,100,litter_saprotroph,,
471e4995becde4f1dc04c8bc338ffd00fc0006af,Sebacina,100,1643,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina_sp|SH1310327.09FU,4.38e-102,100,100,ectomycorrhizal,short-distance_delicate,/sebacina
477d9b4df8658eaa80057a2850651b08a0d09a49,Mycena,100,40069,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena_sp|SH1125698.09FU,7.21e-106,100,100,litter_saprotroph,,
479ef1ad9d153c9ffe0dad54232d807a0801249b,Teratosphaeria,100,121,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Teratosphaeria_sp|SH0981322.09FU,5.04e-61,97.163,100,plant_pathogen,,
481ebe9f02e04f1c2b81394ebd4bcfb8e0e3aa91,Paraconiothyrium,100,18013,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium_sp|SH1068224.09FU,3.24e-70,99.338,100,wood_saprotroph,,
482cd9dc1a91395392725e851a49d9b6df225ebe,Talaromyces,100,1053,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces_sp|SH1286657.09FU,5.18e-81,99.415,100,unspecified_saprotroph,,
48db410feefc2f31fef3e898adeb953506df4ef7,Paraphaeosphaeria,100,2075,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria_sporulosa|SH1068084.09FU,6.37e-73,100,100,wood_saprotroph,,
496385660db0d3a3b4ff5ba2944fa713c1ddff89,Recurvomyces,100,358,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Recurvomyces_sp|SH1083943.09FU,2.85e-58,93.96,99.33333333333333,soil_saprotroph,,
497eae16c121c5ef1c64cb9c9e2513906f1fa5b3,Pseudoplectania,100,1141,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Pseudoplectania_sp|SH1263350.09FU,3.01e-84,99.435,100,litter_saprotroph,,
499cc839023dacaa72ba16325ce14235c8105b81,Tomentella,100,780,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella_sp|SH0925156.09FU,1.94e-81,91.324,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
49cb830baa25a2592879a20b757b7a6b57aea9be,Trichoderma,100,1578,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma_crassum|SH0961555.09FU,1.76e-80,100,100,mycoparasite,,
4a5c62f9687064bb28e53df968d4ab7aa2baf14d,Entoloma,100,137,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma_sp|SH1279452.09FU,1.05e-103,100,100,soil_saprotroph,medium-distance_smooth,/entoloma
4ae9f19330576f0406379a9a91416e267c25cdbf,Botryosphaeria,100,133437,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria_sp|SH0958383.09FU,5.36e-74,99.367,100,plant_pathogen,,
4af8e28547790af166aef93d30f28a5e7de4e4f7,Sakaguchia,100,292,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia_sp|SH1223395.09FU,5.27e-101,100,100,unspecified_saprotroph,,
4b4bc77bf18b4bd25d584312ec9737d15b474d48,Oliveonia,100,1844,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia_sp|SH1090482.09FU,8.31e-92,98.964,100,wood_saprotroph,,
4b78939f12b10c26265855743cfda3aa15d4eddb,Setophaeosphaeria,100,405,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophaeosphaeria_sp|SH0932625.09FU,2.71e-71,99.346,100,plant_pathogen,,
4bf5c273d17d14fe6dbab55dc922e99f6d7904c0,Glomus,100,129,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_sp|SH1037038.09FU,1.65e-68,92.513,98.94179894179894,arbuscular_mycorrhizal,,
4c1a94586bea662369c0db45b18c109182390a6c,Mollisia,100,3203,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Mollisia_sp|SH0934504.09FU,2.92e-84,100,100,plant_pathogen,,
4c1e67af17111fbd4dd91e19a7d767043d7278d5,Tomentella,100,1264,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella_sp|SH0926326.09FU,3.57e-97,96.33,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
4c2e4466a4dd326830d2150aa287c20cc13a56aa,Teratosphaeria,100,46,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Teratosphaeria_sp|SH0981346.09FU,7.26e-53,92.414,100,plant_pathogen,,
4c61161b07e689e4ec408e382f1d222c9bf9da58,Glomus,100,386,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_sp|SH0957198.09FU,2.37e-73,92.784,100,arbuscular_mycorrhizal,,
4d9c01f7467a9cb2594c8d44e1ffc0ecf5db3c24,Microsphaeropsis,100,33027,Ascomycota,Dothideomycetes,Pleosporales,Microsphaeropsidaceae,Microsphaeropsis_sp|SH1068224.09FU,7.63e-72,100,100,unspecified_pathotroph,,
4da3b646e0df19ae635dd9550f72a24a2ace33b9,Mycena,100,127,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena_fulgoris|SH1258668.09FU,3.95e-90,95.327,95.53571428571429,litter_saprotroph,,
4dc3b979236b7a0cc295649d205572ed8d3b1a07,Phialocephala,100,537,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala_sp|SH0979722.09FU,2.64e-71,100,100,soil_saprotroph,,
4e2fb006895fc4cc3927b1a30d55330abecaa23e,Glomus,100,628,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_sp|SH1037088.09FU,1.73e-87,99.459,98.40425531914893,arbuscular_mycorrhizal,,
4f78c2818258106555f3571f94544b0583bcbce2,Dokmaia,100,39191,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Dokmaia_monthadangi|SH0994498.09FU,1.1e-69,100,90.1840490797546,foliar_endophyte,,
4f99d4ae374dbe67c313ba21f0b44f2c345f44d9,Phialocephala,100,4910,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala_bamuru|SH1241071.09FU,5.58e-67,100,98.61111111111111,soil_saprotroph,,
50132253a431e3d425aa8610799a30914192bac5,Glomeromycota_gen_Incertae_sedis,100,174,Glomeromycota,Glomeromycota_cls_Incertae_sedis,Glomeromycota_ord_Incertae_sedis,Glomeromycota_fam_Incertae_sedis,Glomeromycota_sp|SH0907869.09FU,4.38e-83,94.313,100,arbuscular_mycorrhizal,NA,NA
503ae32906e01ccae2ba30c864a922f21da3a177,Lachnum,100,213,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum_sp|SH0982420.09FU,1.57e-67,100,100,litter_saprotroph,,
50bee8615a2c7f37b2f41dbf5e4a9632887970c2,Mycena,100,22595,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena_sp|SH1203220.09FU,1.95e-100,98.611,100,litter_saprotroph,,
50e45a43e2156c8d4f02c33e77bace52adc81d38,Cristinia,100,196,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Cristinia_sp|SH1014129.09FU,1.37e-102,97.309,100,wood_saprotroph,,
516705d51641518b1404bdc5ed41f6b1fb9fd50e,Umbelopsis,100,2228,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis_sp|SH0898191.09FU,3.19e-97,100,100,soil_saprotroph,,
51677a031346cdd04142abce3c75f9657eb91d07,Fusarium,100,135,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_fujikuroi|SH1079277.09FU,2.53e-78,100,100,plant_pathogen,,
